"","V1","id","uuid","oem","form_factor","os.grep","Segment","Vertical","industry","G22Row","continent","email","born_on_year","born_on_year_group","device_count","device_count_group","physical_server_count","physical_server_group","Employees","pc_count","pcs","program_1","program_2","program_3","program_4","program_5","program_6","program_7","program_8","program_9","program_10","program_11","program_12","program_13","program_14","program_15","program_16","program_17","program_18","program_19","program_20","program_21","program_22","program_23","program_24","program_25","program_26","program_27","program_28","program_29","program_30","program_31","program_32","program_33","ms_count","total_prog_count","percent_ms_prog","ms_fan"
"5120","5120",4338759,"22e759267918bcc069b5088b577fb71a","hp","l","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2013,"2010-2014",1,"1",7,"5-9","100-499",240,"50-249",0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,0.857142857142857,"yes"
"5121","5121",4339350,"23c024223a05379124b9bb790934a31a","hp","d","windows 7","MM","Manufacturing & Resources","manufacturing","Rest of WE","Europe",1,2008,"2005-2009",1,"1",4,"1-4","100-499",110,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5122","5122",4339476,"236028e3abfc3fa96a75930d075d8f88","dell","d","windows 7","SB","Distribution & Services","transportation","US","America_North",1,2015,"2015+",1,"1",1,"1-4","10-49",10,"5-24",0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.833333333333333,"yes"
"5123","5123",4339574,"23542076855194a522325bb86110dcb5","gigabyte","d","windows 10","MM","manufacturing & resources","manufacturing","US","America_North",1,2015,"2015+",1,"1",65,"50+","500-999",431,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.857142857142857,"yes"
"5124","5124",4341722,"2321ecd52b0341d265f6f816fec2b908","hp","d","windows 7","MM","Manufacturing & Resources","energy","Italy","Europe",1,2009,"2005-2009",1,"1",9,"5-9","100-499",94,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5125","5125",4342302,"23510e1ddb01ffc34c084b3ca08c7c00","other","l","windows 8","MM","Distribution & Services","retail","US","America_North",1,2014,"2010-2014",1,"1",6,"5-9","100-499",144,"50-249",0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"5126","5126",4342321,"239cd1cc6c3732a67035244ed9083304","hp","d","windows 7","MM","manufacturing & resources","engineering","Canada","America_North",1,2014,"2010-2014",1,"1",4,"1-4","100-499",272,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"5127","5127",4342715,"22f082db34c6e2dad1a981562e09b8cf","hp","d","windows 7","MM","IT Services","it service provider","Rest of WE","Europe",1,2013,"2010-2014",1,"1",3,"1-4","50-99",27,"25-49",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5128","5128",4343597,"234a5581b125a173cf7ee7a8d069160c","hp","d","windows 7","MM","Distribution & Services","entertainment","Netherlands","Europe",1,2013,"2010-2014",1,"1",17,"10-19","100-499",135,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5129","5129",4344290,"236dd43c2b1053067185b9335a08d47d","dell","l","windows 8","MM","Distribution & Services","transportation","Brazil","America_South",1,2011,"2010-2014",1,"1",14,"10-19","100-499",115,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,7,0.428571428571429,"no"
"5130","5130",4344454,"22e58a4b76c02845bcad6f2be5cc76a9","hp","l","windows 7","MM","manufacturing & resources","construction","Rest of WE","Europe",1,2011,"2010-2014",1,"1",7,"5-9","100-499",288,"250-499",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"5131","5131",4345216,"24d2d045f38f79e4ce1eef54756404f8","dell","l","windows 7","MM","Unclassified","other","US","America_North",1,2014,"2010-2014",1,"1",14,"10-19","100-499",156,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5132","5132",4346859,"24019b5750adf3b220dccfd7d92d34d5","dell","d","windows 7","PUB","Public","government","US","America_North",0,2012,"2010-2014",2,"2",30,"30-49","100-499",173,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"5133","5133",4347475,"24091bf59554e0a6647f46ec26fd2db0","hp","d","windows 7","MM","Distribution & Services","transportation","US","America_North",1,2010,"2010-2014",1,"1",17,"10-19","100-499",66,"50-249",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"5134","5134",4349225,"250767538dbfc875bb32e11673975343","dell","d","windows xp","MM","it services","it service provider","Rest of Latam","America_South",1,2004,"2000-2004",1,"1",3,"1-4","50-99",43,"25-49",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"5135","5135",4349270,"24299a36b6cdee0ee7a3a565fc6293b0","lenovo","d","windows xp","MM","it services","it service provider","Spain","Europe",1,2008,"2005-2009",1,"1",8,"5-9","50-99",63,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5136","5136",4349584,"23c57c7fa0343c1f5df1ef72802ac082","hp","d","windows 7","MM","Manufacturing & Resources","manufacturing","Rest of CEE","Europe",1,2015,"2015+",1,"1",8,"5-9","100-499",90,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"5137","5137",4349791,"245819c437d54dae164b596f44fd6f62","lenovo","d","windows xp","ENT","Health","healthcare","US","America_North",1,2008,"2005-2009",1,"1",NA,NA,"1000+",1294,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5138","5138",4349854,"238dfeac3299c5ed058d1a57852b7425","acer","d","windows 8","MM","Unclassified","other","Germany","Europe",1,2013,"2010-2014",1,"1",5,"5-9","50-99",46,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"5139","5139",4349886,"23212a9d93a17013cef17238c784b03f","dell","d","windows 7","MM","health","healthcare","South Africa","Africa",1,2014,"2010-2014",1,"1",20,"20-29","100-499",207,"50-249",0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,"yes"
"5140","5140",4350043,"24d2d045f38f79e4ce1eef54756404f8","dell","d","windows 7","MM","Unclassified","other","US","America_North",1,2012,"2010-2014",6,"4-9",14,"10-19","100-499",156,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"5141","5141",4350184,"23b59f67784fb9f04029eb602802e772","dell","l","windows 10","MM","Unclassified","other","Rest of WE","Europe",1,2015,"2015+",1,"1",2,"1-4","50-99",51,"50-249",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.857142857142857,"yes"
"5142","5142",4350404,"23b337be78ece4f2e1e79ef1de23c5f8","lenovo","d","windows 7","MM","distribution & services","aerospace","Canada","America_North",1,2012,"2010-2014",1,"1",6,"5-9","100-499",146,"50-249",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"5143","5143",4350746,"2322ba94bcf526182191759781e5bda7","dell","d","windows 7","MM","Distribution & Services","engineering","US","America_North",1,2012,"2010-2014",1,"1",29,"20-29","100-499",281,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5144","5144",4350864,"233d7666153ccc2ffc6c0b154ee84c4a","other","d","windows 7","SB","IT Services","it service provider","Canada","America_North",1,2010,"2010-2014",1,"1",10,"10-19","1-9",3,"1-4",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0.5,"no"
"5145","5145",4350967,"22e759267918bcc069b5088b577fb71a","hp","l","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2014,"2010-2014",1,"1",7,"5-9","100-499",240,"50-249",0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,9,0.666666666666667,"yes"
"5146","5146",4352721,"22e58a4b76c02845bcad6f2be5cc76a9","hp","d","windows 7","MM","manufacturing & resources","construction","Rest of WE","Europe",1,2012,"2010-2014",1,"1",7,"5-9","100-499",288,"250-499",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"5147","5147",4352938,"23542076855194a522325bb86110dcb5","dell","d","windows 7","MM","manufacturing & resources","manufacturing","US","America_North",1,2012,"2010-2014",1,"1",65,"50+","500-999",431,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5148","5148",4352943,"22e58a4b76c02845bcad6f2be5cc76a9","hp","l","windows 10","MM","manufacturing & resources","construction","Rest of WE","Europe",1,2011,"2010-2014",1,"1",7,"5-9","100-499",288,"250-499",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"5149","5149",4353604,"232ec7407298cdc01ac18bd5f52ae117","lenovo","l","windows 10","MM","unclassified","other","Rest of WE","Europe",1,2016,"2015+",1,"1",14,"10-19","1000+",334,"250-499",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5150","5150",4354183,"237ebf2dd09c8a9dc1c509e8e645bbe0","other","d","windows xp","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2010,"2010-2014",1,"1",6,"5-9","100-499",156,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5151","5151",4354340,"2401b156a9d836aeffdfe55abc08d078","gigabyte","d","windows xp","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2012,"2010-2014",1,"1",9,"5-9","100-499",125,"50-249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.25,"no"
"5152","5152",4354380,"237d7ac12dc1f92027e2f220eee2b26a","acer","d","windows xp","ENT","Health","healthcare","UK","Europe",1,2013,"2010-2014",1,"1",20,"20-29","1000+",1387,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5153","5153",4355416,"23a1a7d08568a220cbd9917e27111f80","dell","d","windows xp","ENT","distribution & services","retail","UK","Europe",1,2004,"2000-2004",1,"1",40,"30-49","500-999",769,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5154","5154",4355688,"22ef0c70db13d9f558421baf97cfc59c","other","l","windows 10","MM","health","healthcare","US","America_North",1,2016,"2015+",1,"1",16,"10-19","100-499",117,"50-249",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"5155","5155",4355753,"2423e1818ebe3bae6f19a976721c693e","gigabyte","d","windows 8","MM","manufacturing & resources","manufacturing","South Africa","Africa",1,2013,"2010-2014",1,"1",3,"1-4","50-99",57,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5156","5156",4356038,"232ec7407298cdc01ac18bd5f52ae117","lenovo","d","windows 10","MM","unclassified","other","Rest of WE","Europe",1,2016,"2015+",2,"2",14,"10-19","1000+",334,"250-499",0,0,0,0,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,"yes"
"5157","5157",4356429,"22e911c427bc1f30660a9fd1a0d97e9a","dell","d","windows 10","MM","distribution & services","consulting","US","America_North",1,2012,"2010-2014",1,"1",4,"1-4","100-499",264,"250-499",0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,"yes"
"5158","5158",4356438,"23a1a7d08568a220cbd9917e27111f80","dell","d","windows 7","ENT","distribution & services","retail","UK","Europe",1,2011,"2010-2014",2,"2",40,"30-49","500-999",769,"500+",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5159","5159",4357399,"2430d7f005719c8935b1fdc8620fcb79","toshiba","l","windows xp","PUB","Public","education","UK","Europe",1,2007,"2005-2009",1,"1",7,"5-9","100-499",202,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5160","5160",4357593,"22fd0e9927af92d4803990e4453027a2","other","d","windows xp","MM","Manufacturing & Resources","marketing","US","America_North",0,2007,"2005-2009",1,"1",6,"5-9","100-499",127,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5161","5161",4358221,"22e759267918bcc069b5088b577fb71a","hp","l","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2012,"2010-2014",1,"1",7,"5-9","100-499",240,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"5162","5162",4358504,"2332f33e4ca7da89b961a16458de3655","dell","d","windows 7","MM","IT Services","software","Rest of WE","Europe",1,2014,"2010-2014",1,"1",13,"10-19","50-99",45,"25-49",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5163","5163",4359043,"23e09bc08142cf274a2801edb240e5e5","other","d","windows xp","MM","IT Services","it service provider","Rest of CEE","Europe",1,2009,"2005-2009",1,"1",8,"5-9","100-499",456,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"5164","5164",4359583,"24d2d045f38f79e4ce1eef54756404f8","dell","d","windows 7","MM","Unclassified","other","US","America_North",1,2012,"2010-2014",17,"10-19",14,"10-19","100-499",156,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1,"yes"
"5165","5165",4359758,"232375b34b361846c05c6416b32c2435","hp","d","windows vista","MM","Unclassified","other","UK","Europe",1,2008,"2005-2009",2,"2",NA,NA,"100-499",61,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5166","5166",4360721,"245819c437d54dae164b596f44fd6f62","lenovo","d","windows 7","ENT","Health","healthcare","US","America_North",1,2013,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.75,"yes"
"5167","5167",4361214,"2388588284f8410bca5d385d18c2866c","dell","d","windows 7","MM","Manufacturing & Resources","manufacturing","China","Asia",1,2013,"2010-2014",1,"1",NA,NA,"100-499",86,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"5168","5168",4361607,"232ec7407298cdc01ac18bd5f52ae117","lenovo","d","windows 10","MM","unclassified","other","Rest of WE","Europe",1,2016,"2015+",1,"1",14,"10-19","1000+",334,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"5169","5169",4362405,"23542076855194a522325bb86110dcb5","dell","l","windows 7","MM","manufacturing & resources","manufacturing","US","America_North",1,2015,"2015+",1,"1",65,"50+","500-999",431,"250-499",0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"5170","5170",4362432,"232ec7407298cdc01ac18bd5f52ae117","lenovo","l","windows 10","MM","unclassified","other","Rest of WE","Europe",1,2016,"2015+",1,"1",14,"10-19","1000+",334,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"5171","5171",4362589,"2328baf3509b4b99133e4524e80b15e4","hp","l","windows 7","PUB","Public","non-profit","US","America_North",1,2009,"2005-2009",1,"1",4,"1-4","10-49",34,"25-49",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"5172","5172",4363261,"2322ba94bcf526182191759781e5bda7","dell","d","windows xp","MM","Distribution & Services","engineering","US","America_North",1,2006,"2005-2009",1,"1",29,"20-29","100-499",281,"250-499",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5173","5173",4364399,"242323e56d2bb105c77860c810756276","acer","d","windows 7","ENT","Unclassified","other","Rest of Latam","America_South",1,2010,"2010-2014",1,"1",14,"10-19","500-999",813,"500+",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"5174","5174",4364977,"23b337be78ece4f2e1e79ef1de23c5f8","lenovo","d","windows 7","MM","distribution & services","aerospace","Canada","America_North",1,2014,"2010-2014",3,"3",6,"5-9","100-499",146,"50-249",3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,"yes"
"5175","5175",4365453,"22e911c427bc1f30660a9fd1a0d97e9a","dell","d","windows 10","MM","distribution & services","consulting","US","America_North",1,2013,"2010-2014",1,"1",4,"1-4","100-499",264,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.857142857142857,"yes"
"5176","5176",4366050,"238990d4dbcb7b9aac51faab09f96729","lenovo","d","windows 8","PUB","public","education","US","America_North",1,2008,"2005-2009",1,"1",10,"10-19","100-499",75,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5177","5177",4366880,"23f289b95da03b7dacb0a322a5b210d9","hp","d","windows 7","SB","Manufacturing & Resources","construction","US","America_North",1,2016,"2015+",1,"1",17,"10-19","10-49",15,"5-24",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0.857142857142857,"yes"
"5178","5178",4367703,"2322ba94bcf526182191759781e5bda7","dell","l","windows 7","MM","Distribution & Services","engineering","US","America_North",1,2015,"2015+",1,"1",29,"20-29","100-499",281,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5179","5179",4367981,"22ef0c70db13d9f558421baf97cfc59c","hp","d","windows 7","MM","health","healthcare","US","America_North",1,2011,"2010-2014",1,"1",16,"10-19","100-499",117,"50-249",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"5180","5180",4368653,"22e58a4b76c02845bcad6f2be5cc76a9","hp","l","windows 10","MM","manufacturing & resources","construction","Rest of WE","Europe",1,2016,"2015+",1,"1",7,"5-9","100-499",288,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"5181","5181",4368708,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","d","windows xp","MM","it services","software","Germany","Europe",1,2008,"2005-2009",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5182","5182",4368822,"232c5a6a237ec5395504205309abb167","hp","d","windows 7","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2013,"2010-2014",1,"1",11,"10-19","100-499",237,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5183","5183",4369546,"24117507c1a53cf597d04889e9351b5f","dell","d","windows 7","ENT","financial services","insurance","US","America_North",1,2016,"2015+",1,"1",40,"30-49","1000+",827,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"5184","5184",4369989,"233687286ce95062e42aa83920ed180a","dell","l","windows 7","ENT","Health","healthcare","US","America_North",1,2014,"2010-2014",2,"2",38,"30-49","1000+",658,"500+",0,2,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,"yes"
"5185","5185",4370071,"2313a26d2d0af90a4940ed0f7fdd70ca","hp","d","windows xp","MM","Unclassified","other","Rest of MEA","Asia",0,2007,"2005-2009",2,"2",21,"20-29","100-499",249,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"5186","5186",4370665,"22ffa07c4d189a587183d45c64530cdf","lenovo","l","windows 7","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2008,"2005-2009",1,"1",22,"20-29","100-499",107,"50-249",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"5187","5187",4370725,"231e1e3ee713e59a6afd620a16505d11","dell","l","windows 7","MM","Distribution & Services","travel","US","America_North",1,2011,"2010-2014",1,"1",3,"1-4","50-99",47,"25-49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,7,0.428571428571429,"no"
"5188","5188",4371064,"23a0d167926f6c7fd261713d9d0cf6ac","hp","l","windows 7","MM","it services","it service provider","Rest of Latam","America_South",1,2011,"2010-2014",1,"1",12,"10-19","100-499",100,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,6,0.333333333333333,"no"
"5189","5189",4371808,"22e911c427bc1f30660a9fd1a0d97e9a","hp","d","windows 10","MM","distribution & services","consulting","US","America_North",1,2010,"2010-2014",1,"1",4,"1-4","100-499",264,"250-499",0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.833333333333333,"yes"
"5190","5190",4372887,"23a3d4de7221e2cadb296641cb2aa8aa","dell","l","windows 7","MM","Manufacturing & Resources","engineering","India","Asia",1,2012,"2010-2014",1,"1",20,"20-29","100-499",293,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5191","5191",4373273,"23c024223a05379124b9bb790934a31a","fujitsu","d","windows 7","MM","Manufacturing & Resources","manufacturing","Rest of WE","Europe",1,2010,"2010-2014",1,"1",4,"1-4","100-499",110,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"5192","5192",4373364,"232ec7407298cdc01ac18bd5f52ae117","lenovo","l","windows 10","MM","unclassified","other","Rest of WE","Europe",1,2016,"2015+",1,"1",14,"10-19","1000+",334,"250-499",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"5193","5193",4374274,"245819c437d54dae164b596f44fd6f62","lenovo","l","windows 7","ENT","Health","healthcare","US","America_North",1,2012,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"5194","5194",4374375,"23029a012e932e7c3fb4084fa5cabe76","lenovo","l","windows 7","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2010,"2010-2014",1,"1",7,"5-9","100-499",208,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,5,0.4,"no"
"5195","5195",4374507,"242323e56d2bb105c77860c810756276","hp","d","windows 7","ENT","Unclassified","other","Rest of Latam","America_South",1,2007,"2005-2009",1,"1",14,"10-19","500-999",813,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
