"","V1","id","uuid","oem","form_factor","os.grep","Segment","Vertical","industry","G22Row","continent","email","born_on_year","born_on_year_group","device_count","device_count_group","physical_server_count","physical_server_group","Employees","pc_count","pcs","program_1","program_2","program_3","program_4","program_5","program_6","program_7","program_8","program_9","program_10","program_11","program_12","program_13","program_14","program_15","program_16","program_17","program_18","program_19","program_20","program_21","program_22","program_23","program_24","program_25","program_26","program_27","program_28","program_29","program_30","program_31","program_32","program_33","ms_count","total_prog_count","percent_ms_prog","ms_fan"
"73","73",1346976,"2352a22067b7713a9ec669f14cf8ea30","hp","d","windows xp","MM","Manufacturing & Resources","engineering","UK","Europe",1,2007,"2005-2009",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"74","74",1346977,"2352a22067b7713a9ec669f14cf8ea30","dell","d","windows 7","MM","Manufacturing & Resources","engineering","UK","Europe",1,2013,"2010-2014",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"75","75",1346978,"2352a22067b7713a9ec669f14cf8ea30","dell","d","windows 10","MM","Manufacturing & Resources","engineering","UK","Europe",1,2014,"2010-2014",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"76","76",1347196,"2352a22067b7713a9ec669f14cf8ea30","dell","d","windows 7","MM","Manufacturing & Resources","engineering","UK","Europe",1,2012,"2010-2014",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"77","77",1347197,"2352a22067b7713a9ec669f14cf8ea30","dell","d","windows 7","MM","Manufacturing & Resources","engineering","UK","Europe",1,2012,"2010-2014",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"78","78",1347558,"2401b156a9d836aeffdfe55abc08d078","gigabyte","d","windows xp","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2012,"2010-2014",1,"1",9,"5-9","100-499",125,"50-249",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.5,"no"
"79","79",1347991,"233450609e870e8fe643dde8e1147599","other","l","windows 7","MM","Unclassified","other","Brazil","America_South",1,2010,"2010-2014",1,"1",8,"5-9","100-499",89,"50-249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"80","80",1357200,"237ebf2dd09c8a9dc1c509e8e645bbe0","other","d","windows 7","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2013,"2010-2014",1,"1",6,"5-9","100-499",156,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"81","81",1357402,"23dc54fd12112d7a652086f42134fc77","lenovo","d","windows 7","MM","Manufacturing & Resources","manufacturing","Canada","America_North",1,2010,"2010-2014",1,"1",19,"10-19","100-499",118,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"82","82",1362060,"23f73f48d902b9d3185365fbed85df54","hp","d","windows 7","PUB","public","healthcare","Rest of Latam","America_South",1,2011,"2010-2014",1,"1",23,"20-29","500-999",648,"500+",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"83","83",1364496,"2430d7f005719c8935b1fdc8620fcb79","toshiba","l","windows xp","PUB","Public","education","UK","Europe",1,2007,"2005-2009",1,"1",7,"5-9","100-499",202,"50-249",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.75,"yes"
"84","84",1365563,"231095ab2fd494d3fad1939cda7fdbe9","gigabyte","d","windows 7","SB","it services","it service provider","UK","Europe",1,2012,"2010-2014",2,"2",3,"1-4","10-49",21,"5-24",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"85","85",1366105,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","d","windows 10","MM","it services","software","Germany","Europe",1,2014,"2010-2014",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"86","86",1367274,"2328baf3509b4b99133e4524e80b15e4","hp","d","windows 7","PUB","Public","non-profit","US","America_North",1,2011,"2010-2014",1,"1",4,"1-4","10-49",34,"25-49",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"87","87",1368132,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","d","windows 7","MM","it services","software","Germany","Europe",1,2012,"2010-2014",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"88","88",1368334,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","l","windows 10","MM","it services","software","Germany","Europe",1,2016,"2015+",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"89","89",1368766,"22e87a0158fe7cbd29db3385ce57c76c","asustek","d","windows 10","MM","it services","it service provider","US","America_North",1,2014,"2010-2014",1,"1",26,"20-29","50-99",54,"50-249",0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"90","90",1369643,"232469cdd157e2b27019ea91c7b55b04","fujitsu","d","windows xp","MM","Distribution & Services","consulting","Rest of WE","Europe",1,2008,"2005-2009",1,"1",8,"5-9","100-499",86,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"91","91",1372664,"2321ecd52b0341d265f6f816fec2b908","hp","d","windows 10","MM","Manufacturing & Resources","energy","Italy","Europe",1,2009,"2005-2009",1,"1",9,"5-9","100-499",94,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"92","92",1374337,"23528b4067ab4f5bf441337216039d3a","lenovo","l","windows 10","MM","Distribution & Services","energy","Germany","Europe",1,2010,"2010-2014",1,"1",7,"5-9","50-99",58,"50-249",0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.8,"yes"
"93","93",1374473,"22e759267918bcc069b5088b577fb71a","intel","d","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2011,"2010-2014",1,"1",7,"5-9","100-499",240,"50-249",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"94","94",1375310,"2401b156a9d836aeffdfe55abc08d078","other","d","windows 7","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2012,"2010-2014",1,"1",9,"5-9","100-499",125,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"95","95",1375531,"2401b156a9d836aeffdfe55abc08d078","gigabyte","d","windows xp","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2012,"2010-2014",1,"1",9,"5-9","100-499",125,"50-249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"96","96",1377690,"2430d7f005719c8935b1fdc8620fcb79","hp","l","windows 7","PUB","Public","education","UK","Europe",1,2013,"2010-2014",1,"1",7,"5-9","100-499",202,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.4,"no"
"97","97",1379760,"24019b5750adf3b220dccfd7d92d34d5","dell","d","windows 7","PUB","Public","government","US","America_North",0,2012,"2010-2014",1,"1",30,"30-49","100-499",173,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"98","98",1381141,"23a46c47c53af845d48c73b3cf1f21f8","dell","d","windows 7","MM","distribution & services","healthcare","US","America_North",1,2014,"2010-2014",1,"1",15,"10-19","100-499",108,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"99","99",1381620,"23f9f15fe7eda186e4d65bf78f43e2c2","hp","d","windows 7","MM","Manufacturing & Resources","energy","Rest of MEA","Asia",1,2010,"2010-2014",3,"3",6,"5-9","100-499",150,"50-249",0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0.666666666666667,"yes"
"100","100",1383931,"24019b5750adf3b220dccfd7d92d34d5","dell","d","windows 7","PUB","Public","government","US","America_North",0,2013,"2010-2014",1,"1",30,"30-49","100-499",173,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"101","101",1387024,"2321ecd52b0341d265f6f816fec2b908","hp","d","windows 7","MM","Manufacturing & Resources","energy","Italy","Europe",1,2009,"2005-2009",2,"2",9,"5-9","100-499",94,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"102","102",1388362,"24019b5750adf3b220dccfd7d92d34d5","dell","d","windows 7","PUB","Public","government","US","America_North",0,2012,"2010-2014",3,"3",30,"30-49","100-499",173,"50-249",0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"103","103",1389711,"23ae362a65255462c5ca7db1190ae8b4","hp","d","windows xp","PUB","Public","government","US","America_North",1,2007,"2005-2009",4,"4-9",NA,NA,"100-499",463,"250-499",0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0.5,"no"
"104","104",1398196,"22fa158d13904bbbe04a77df5b67060c","dell","d","windows 7","PUB","Public","government","Rest of Latam","America_South",1,2012,"2010-2014",1,"1",4,"1-4","100-499",123,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"105","105",1398420,"22fd6b7fa4165915d78fd38e9d4eed2a","other","d","windows 7","PUB","Public","government","Italy","Europe",1,2014,"2010-2014",1,"1",7,"5-9","50-99",54,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"106","106",1399609,"22f2151c37ab4d8e86decb4f895ab6c9","other","d","windows xp","MM","Health","healthcare","Germany","Europe",1,2009,"2005-2009",2,"2",4,"1-4","100-499",107,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"107","107",1403012,"24549a2ca2551bba20711843330cfc87","dell","d","windows 10","MM","distribution & services","other","UK","Europe",1,2015,"2015+",2,"2",4,"1-4","10-49",31,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"108","108",1403013,"24549a2ca2551bba20711843330cfc87","dell","d","windows 7","MM","distribution & services","other","UK","Europe",1,2011,"2010-2014",1,"1",4,"1-4","10-49",31,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"109","109",1403014,"24549a2ca2551bba20711843330cfc87","dell","d","windows 10","MM","distribution & services","other","UK","Europe",1,2016,"2015+",1,"1",4,"1-4","10-49",31,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"110","110",1403861,"23767ff0ee9428385e3873895f4972e8","dell","d","windows 7","MM","Distribution & Services","other","US","America_North",1,2011,"2010-2014",2,"2",4,"1-4","100-499",145,"50-249",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"111","111",1406244,"232e7a4fdc477838ae4425de4829f7f1","acer","l","windows 8","PUB","public","education","US","America_North",1,2009,"2005-2009",1,"1",2,"1-4","500-999",951,"500+",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"112","112",1408289,"23c65b0d19c9f09f5507d79506441e29","hp","l","windows 7","MM","Manufacturing & Resources","construction","Rest of APAC","Asia",1,2013,"2010-2014",1,"1",30,"30-49","500-999",397,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0.4,"no"
"113","113",1409433,"23a0c83df41b325e5f9487a4bb6a0821","acer","d","windows 7","MM","Unclassified","other","Italy","Europe",1,2009,"2005-2009",1,"1",8,"5-9","100-499",113,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,"yes"
"114","114",1413095,"24d1ce4a193b46623e6ae4da7b17018f","other","d","windows 7","ENT","it services","it service provider","Rest of Latam","America_South",1,2012,"2010-2014",1,"1",33,"30-49","500-999",600,"500+",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"115","115",1419831,"232c5a6a237ec5395504205309abb167","lenovo","d","windows 7","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2009,"2005-2009",1,"1",11,"10-19","100-499",237,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"116","116",1420189,"237b4d936064d685129d44804f5870f2","other","d","windows 7","MM","Unclassified","other","US","America_North",1,2011,"2010-2014",1,"1",2,"1-4","100-499",154,"50-249",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0.8,"yes"
"117","117",1423966,"233c3524199196cf3f72d2c2466c38d7","dell","l","windows 7","MM","Distribution & Services","marketing","UK","Europe",1,2010,"2010-2014",1,"1",16,"10-19","100-499",206,"50-249",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"118","118",1425337,"238cf026d838ee0c38575fbae2aa0596","other","d","windows 10","MM","Unclassified","other","Italy","Europe",1,2013,"2010-2014",1,"1",2,"1-4","100-499",373,"250-499",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0.4,"no"
"119","119",1426987,"22edfaefa2e7f909accb2ba0695dda2b","fujitsu","d","windows 7","MM","unclassified","other","UK","Europe",1,2010,"2010-2014",1,"1",13,"10-19","100-499",253,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"120","120",1428796,"239cd1cc6c3732a67035244ed9083304","hp","d","windows 7","MM","manufacturing & resources","engineering","Canada","America_North",1,2013,"2010-2014",1,"1",4,"1-4","100-499",272,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"121","121",1430560,"233c3562d62a35d6018d428bc9d9a88c","lenovo","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2014,"2010-2014",11,"10-19",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,"yes"
"122","122",1430590,"233c3562d62a35d6018d428bc9d9a88c","dell","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2015,"2015+",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"123","123",1430591,"233c3562d62a35d6018d428bc9d9a88c","intel","d","windows 7","PUB","public","government","Rest of WE","Europe",1,2012,"2010-2014",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"124","124",1430847,"235b3f66a57a2d1ee348e3f0af7a4157","dell","l","windows 7","MM","IT Services","data processing","US","America_North",1,2011,"2010-2014",1,"1",36,"30-49","50-99",46,"25-49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"125","125",1431081,"233c3562d62a35d6018d428bc9d9a88c","asustek","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2014,"2010-2014",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"126","126",1431088,"233c3562d62a35d6018d428bc9d9a88c","asustek","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2015,"2015+",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"127","127",1432043,"233c3562d62a35d6018d428bc9d9a88c","hp","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2007,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"128","128",1432044,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows vista","PUB","public","government","Rest of WE","Europe",1,2007,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"129","129",1432045,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 8","PUB","public","government","Rest of WE","Europe",1,2010,"2010-2014",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"130","130",1432046,"233c3562d62a35d6018d428bc9d9a88c","hp","l","windows 10","PUB","public","government","Rest of WE","Europe",1,2008,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"131","131",1432047,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 7","PUB","public","government","Rest of WE","Europe",1,2009,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"132","132",1432048,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows vista","PUB","public","government","Rest of WE","Europe",1,2007,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"133","133",1432049,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2007,"2005-2009",4,"4-9",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"134","134",1432050,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2009,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"135","135",1432051,"233c3562d62a35d6018d428bc9d9a88c","hp","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2010,"2010-2014",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"136","136",1432052,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2010,"2010-2014",2,"2",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"137","137",1432079,"233c3562d62a35d6018d428bc9d9a88c","hp","d","windows xp","PUB","public","government","Rest of WE","Europe",1,2004,"2000-2004",1,"1",6,"5-9","100-499",226,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"138","138",1432093,"233c3562d62a35d6018d428bc9d9a88c","hp","d","windows xp","PUB","public","government","Rest of WE","Europe",1,2008,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"139","139",1432094,"233c3562d62a35d6018d428bc9d9a88c","asustek","l","windows 10","PUB","public","government","Rest of WE","Europe",1,2008,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"140","140",1432096,"233c3562d62a35d6018d428bc9d9a88c","asustek","l","windows 10","PUB","public","government","Rest of WE","Europe",1,2008,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"141","141",1432097,"233c3562d62a35d6018d428bc9d9a88c","asustek","l","windows vista","PUB","public","government","Rest of WE","Europe",1,2008,"2005-2009",3,"3",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.5,"no"
"142","142",1432098,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2006,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"143","143",1432173,"233c3562d62a35d6018d428bc9d9a88c","other","d","windows 10","PUB","public","government","Rest of WE","Europe",1,2009,"2005-2009",1,"1",6,"5-9","100-499",226,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"144","144",1432175,"233c3562d62a35d6018d428bc9d9a88c","hp","d","windows xp","PUB","public","government","Rest of WE","Europe",1,2001,"2000-2004",1,"1",6,"5-9","100-499",226,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"145","145",1435000,"22edfaefa2e7f909accb2ba0695dda2b","other","l","windows 10","MM","unclassified","other","UK","Europe",1,2016,"2015+",1,"1",13,"10-19","100-499",253,"250-499",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"146","146",1435102,"22edfaefa2e7f909accb2ba0695dda2b","dell","d","windows 7","MM","unclassified","other","UK","Europe",1,2010,"2010-2014",1,"1",13,"10-19","100-499",253,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"147","147",1435234,"237b4d936064d685129d44804f5870f2","dell","d","windows 7","MM","Unclassified","other","US","America_North",1,2013,"2010-2014",1,"1",2,"1-4","100-499",154,"50-249",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0.428571428571429,"no"
"148","148",1445628,"23accaa83a6329ecc0430b10fffc9803","dell","d","windows xp","MM","IT Services","software","US","America_North",1,2008,"2005-2009",1,"1",14,"10-19","100-499",54,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,5,0.6,"yes"
"149","149",1450364,"23a0d167926f6c7fd261713d9d0cf6ac","hp","d","windows xp","MM","it services","it service provider","Rest of Latam","America_South",1,2008,"2005-2009",1,"1",12,"10-19","100-499",100,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
